"question","expectedEntryId","expectedTitle","expectedIntent","answerLengthMode","source"
"一线销售还能不能赢这句话怎么讲？","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"如果竞争对手先进入无机板新品类，经销商该怎么办？","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"优优无机板如何帮助经销商从价格竞争转向价值竞争？","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商如何从卖单品升级为卖系统？","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"合作商适合主推哪些产品线？","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"给我一段经销商会议开场话术。","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"给我一段终端经销商短话术。","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"给我一套招商海报短句。","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"给我一套危机唤醒型招商文案。","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"给我一套品类升级型招商文案。","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"给我一套销售赋能型招商文案。","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商问怎么合作时先讲什么？","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商问有没有风险、能不能赚钱，怎么合规回答？","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级怎么讲？","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"给客户介绍经销商合作与新品类升级","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级标准答案","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级怎么给客户讲","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级完整讲一下","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级详细讲一下","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级标准文案","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级客户问怎么回答","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级经销商话术","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级门店怎么说","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级朋友圈怎么发","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级短视频怎么讲","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级配什么图","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级给客户看什么资料","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级和普通材料有什么区别","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"客户问经销商合作与新品类升级","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"帮我讲经销商合作与新品类升级","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级是不是宣传","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"经销商合作与新品类升级有什么优势","youyou-dealer-cooperation-category-upgrade","经销商合作与新品类升级","dealer","full","generated-standard-route-bank"
"核心材料玄武岩延伸","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"优优无机板为什么要讲玄武岩？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"优优无机板和玄武岩有什么关系？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"优优无机板是不是玄武岩板？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"玄武岩是优优无机板的核心材料吗？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"怎么给客户讲“从玄武岩到高性能空间材料”？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"一块板承接玄武岩高性能基因怎么讲？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"玄武岩纤维增强是什么意思？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"无机矿物和玄武岩纤维对优优无机板有什么作用？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"优优无机板的材料路线和普通木质板材有什么区别？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"玄武岩延伸出哪些产品卖点？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"能不能说优优无机板是军工级材料？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"经销商怎么用玄武岩材料逻辑做招商？","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"给我一段玄武岩材料背书的客户话术。","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
"给我一段经销商招商版玄武岩话术。","youyou-basalt-material-extension","核心材料玄武岩延伸","product","full","generated-standard-route-bank"
